SKU,Product Name,Category,Dosage Form,Strength,Package Size,Batch Number,Manufacturing Date,Expiration Date,Unit Cost,Selling Price,Stock In,Stock Out,Stock Balance,Distributor ID,Distributor Name,Country,Distributor Type,Order Date,Quantity Ordered,Total Order Cost,Order Status,Payment Status,Shipping Date,Delivery Date,Transaction Date,Season,Holiday,Promotion,Lag_1,Lag_2,Lag_3,Moving Average,Demand Forecast
SKU_137,Medicine_SKU_137,Antiviral,Syrup,314mg,438ml,BN1879,2023-08-21,2026-05-03,24.9,38.56,0,46,-43,DIST_30,Distributor_DIST_30,USA,Hospital,2024-05-14,18,694.08,Delivered,Unpaid,2024-05-19,2024-05-21,2024-05-31,Summer,0,0,75,81,32,62.666666666666664,188
SKU_138,Medicine_SKU_138,Antifungal,Syrup,473mg,430ml,BN4390,2023-03-27,2025-11-16,7.7,12.18,0,39,26,DIST_36,Distributor_DIST_36,Japan,Wholesale,2024-05-15,124,1510.32,Pending,Partially Paid,2024-05-18,2024-05-27,2024-05-31,Summer,0,1,88,96,50,78.0,234
SKU_139,Medicine_SKU_139,Antibiotic,Capsule,230mg,381ml,BN6838,2023-03-31,2025-01-17,9.83,19.29,0,79,-54,DIST_9,Distributor_DIST_9,France,Wholesale,2024-05-12,103,1986.87,Pending,Unpaid,2024-05-15,2024-05-21,2024-05-31,Summer,0,0,92,31,77,66.66666666666667,200
SKU_140,Medicine_SKU_140,Antibiotic,Tablet,98mg,236ml,BN9688,2023-01-22,2025-10-20,12.24,20.27,0,8,52,DIST_24,Distributor_DIST_24,USA,Retail,2024-05-12,162,3283.74,Shipped,Unpaid,2024-05-14,2024-05-18,2024-05-31,Summer,0,0,57,70,10,45.666666666666664,137
SKU_141,Medicine_SKU_141,Antibiotic,Syrup,292mg,237ml,BN1758,2023-05-01,2025-07-25,28.1,33.92,0,38,-23,DIST_38,Distributor_DIST_38,France,Hospital,2024-05-18,21,712.32,Delivered,Paid,2024-05-22,2024-05-27,2024-05-31,Summer,0,0,51,83,52,62.0,186
SKU_142,Medicine_SKU_142,Antibiotic,Syrup,61mg,242ml,BN1050,2023-10-30,2026-08-03,22.7,27.31,0,7,250,DIST_31,Distributor_DIST_31,Germany,Pharmacy,2024-05-15,132,3604.9199999999996,Delivered,Paid,2024-05-20,2024-05-25,2024-05-31,Summer,0,0,16,42,47,35.0,105
SKU_143,Medicine_SKU_143,Antifungal,Tablet,134mg,456ml,BN9998,2023-09-11,2025-04-06,44.07,70.04,0,11,77,DIST_49,Distributor_DIST_49,France,Retail,2024-05-13,111,7774.4400000000005,Pending,Partially Paid,2024-05-18,2024-05-24,2024-05-31,Summer,0,0,53,94,54,67.0,201
SKU_144,Medicine_SKU_144,Antibiotic,Injection,197mg,179ml,BN5960,2023-05-01,2025-12-09,34.17,60.59,0,40,135,DIST_42,Distributor_DIST_42,India,Hospital,2024-05-20,196,11875.640000000001,Delivered,Paid,2024-05-22,2024-05-24,2024-05-31,Summer,0,1,59,35,24,39.333333333333336,118
SKU_145,Medicine_SKU_145,Antibiotic,Capsule,87mg,429ml,BN7009,2023-02-16,2026-01-02,40.02,78.72,0,81,25,DIST_17,Distributor_DIST_17,Germany,Retail,2024-05-14,56,4408.32,Delivered,Paid,2024-05-18,2024-05-21,2024-05-31,Summer,0,0,26,20,52,32.666666666666664,98
SKU_146,Medicine_SKU_146,Antiviral,Syrup,420mg,437ml,BN4682,2023-08-17,2026-08-12,49.64,98.1,0,81,131,DIST_42,Distributor_DIST_42,India,Wholesale,2024-05-22,12,1177.1999999999998,Canceled,Unpaid,2024-05-27,2024-06-01,2024-05-31,Summer,0,0,19,66,72,52.333333333333336,157
SKU_147,Medicine_SKU_147,Painkiller,Capsule,400mg,159ml,BN2797,2023-05-04,2025-12-22,26.91,46.01,0,59,-112,DIST_29,Distributor_DIST_29,Japan,Hospital,2024-05-26,82,3772.8199999999997,Delivered,Paid,2024-05-30,2024-06-07,2024-05-31,Summer,0,0,71,14,73,52.666666666666664,158
SKU_148,Medicine_SKU_148,Antibiotic,Capsule,487mg,350ml,BN6232,2023-06-03,2024-10-04,10.62,16.76,0,25,261,DIST_20,Distributor_DIST_20,USA,Pharmacy,2024-05-28,91,1525.16,Pending,Paid,2024-05-30,2024-06-06,2024-05-31,Summer,0,0,14,90,70,58.0,174
SKU_149,Medicine_SKU_149,Antiviral,Tablet,437mg,190ml,BN7332,2023-10-06,2024-10-06,32.95,56.36,0,38,-68,DIST_17,Distributor_DIST_17,Germany,Hospital,2024-05-19,89,5016.04,Delivered,Unpaid,2024-05-23,2024-06-02,2024-05-31,Summer,1,0,63,20,63,48.666666666666664,146
SKU_150,Medicine_SKU_150,Antibiotic,Capsule,422mg,151ml,BN8211,2023-11-08,2026-03-25,20.49,38.07,0,58,161,DIST_16,Distributor_DIST_16,Germany,Wholesale,2024-05-29,79,3007.53,Shipped,Partially Paid,2024-05-31,2024-06-10,2024-05-31,Summer,0,0,81,49,32,54.0,162
SKU_1,Medicine_SKU_1,Antibiotic,Capsule,487mg,450ml,BN2473,2023-06-09,2025-11-19,16.79,27.35,0,50,-35,DIST_42,Distributor_DIST_42,Germany,Wholesale,2024-06-18,150,4102.5,Pending,Partially Paid,2024-06-19,2024-06-24,2024-06-30,Summer,0,0,82,89,94,88.33333333333333,265
SKU_2,Medicine_SKU_2,Antifungal,Capsule,378mg,147ml,BN2965,2023-09-27,2024-12-26,27.06,52.86,0,88,-129,DIST_1,Distributor_DIST_1,USA,Wholesale,2024-06-25,103,5444.58,Shipped,Partially Paid,2024-06-30,2024-07-10,2024-06-30,Summer,0,0,82,88,15,61.666666666666664,185
SKU_3,Medicine_SKU_3,Antiviral,Tablet,273mg,181ml,BN8603,2023-03-29,2024-08-19,49.72,72.3,0,50,29,DIST_14,Distributor_DIST_14,India,Wholesale,2024-06-21,147,10628.1,Delivered,Unpaid,2024-06-22,2024-07-01,2024-06-30,Summer,0,0,95,9,12,38.666666666666664,116
SKU_4,Medicine_SKU_4,Antifungal,Capsule,339mg,319ml,BN9427,2023-02-24,2025-12-23,33.81,40.92,0,7,149,DIST_49,Distributor_DIST_49,USA,Pharmacy,2024-06-11,35,1432.2,Shipped,Unpaid,2024-06-14,2024-06-21,2024-06-30,Summer,0,1,12,45,69,42.0,126
SKU_5,Medicine_SKU_5,Antiviral,Syrup,177mg,263ml,BN2650,2023-07-09,2025-12-10,46.96,68.48,0,98,-100,DIST_13,Distributor_DIST_13,Japan,Wholesale,2024-06-25,47,3218.5600000000004,Shipped,Unpaid,2024-06-29,2024-07-02,2024-06-30,Summer,0,0,62,18,95,58.333333333333336,175
SKU_6,Medicine_SKU_6,Antibiotic,Injection,173mg,157ml,BN6986,2023-07-16,2026-01-25,18.47,34.39,0,32,-87,DIST_34,Distributor_DIST_34,France,Hospital,2024-06-10,22,756.58,Canceled,Paid,2024-06-13,2024-06-15,2024-06-30,Summer,0,0,67,87,62,72.0,216
SKU_7,Medicine_SKU_7,Antiviral,Tablet,168mg,309ml,BN7166,2023-09-24,2025-07-05,29.67,36.14,0,90,2,DIST_24,Distributor_DIST_24,France,Wholesale,2024-06-27,97,3505.58,Shipped,Unpaid,2024-06-30,2024-07-10,2024-06-30,Summer,0,0,45,61,48,51.333333333333336,154
SKU_8,Medicine_SKU_8,Antifungal,Injection,113mg,368ml,BN7908,2023-10-13,2025-11-06,29.03,48.6,0,33,86,DIST_6,Distributor_DIST_6,India,Hospital,2024-06-29,148,7192.8,Canceled,Partially Paid,2024-07-03,2024-07-06,2024-06-30,Summer,0,1,5,92,39,45.333333333333336,136
SKU_9,Medicine_SKU_9,Antiviral,Tablet,181mg,370ml,BN9771,2023-07-01,2025-03-05,7.01,11.86,0,85,-196,DIST_3,Distributor_DIST_3,France,Hospital,2024-06-25,14,166.04,Pending,Partially Paid,2024-06-27,2024-07-01,2024-06-30,Summer,0,0,51,87,47,61.666666666666664,185
SKU_10,Medicine_SKU_10,Antiviral,Tablet,397mg,447ml,BN6955,2023-03-20,2024-09-05,17.47,29.63,0,95,-83,DIST_9,Distributor_DIST_9,Germany,Pharmacy,2024-06-27,147,4355.61,Shipped,Partially Paid,2024-06-30,2024-07-07,2024-06-30,Summer,0,1,41,43,45,43.0,129
SKU_11,Medicine_SKU_11,Painkiller,Syrup,306mg,261ml,BN6523,2023-10-15,2026-07-26,17.36,28.96,0,39,-91,DIST_43,Distributor_DIST_43,Germany,Retail,2024-06-10,55,1592.8,Pending,Partially Paid,2024-06-15,2024-06-18,2024-06-30,Summer,0,0,57,10,40,35.666666666666664,107
SKU_12,Medicine_SKU_12,Antibiotic,Tablet,229mg,393ml,BN3993,2023-10-20,2026-03-26,25.09,32.07,0,86,64,DIST_26,Distributor_DIST_26,USA,Pharmacy,2024-06-14,96,3078.7200000000003,Pending,Paid,2024-06-16,2024-06-18,2024-06-30,Summer,0,0,27,9,68,34.666666666666664,104
SKU_13,Medicine_SKU_13,Antiviral,Injection,103mg,121ml,BN8444,2023-11-05,2025-03-11,16.19,31.73,0,91,55,DIST_3,Distributor_DIST_3,Japan,Pharmacy,2024-06-16,100,3173.0,Delivered,Paid,2024-06-18,2024-06-26,2024-06-30,Summer,0,1,12,16,58,28.666666666666668,86
SKU_14,Medicine_SKU_14,Antifungal,Tablet,266mg,447ml,BN8987,2023-09-20,2025-09-06,47.2,71.47,0,14,58,DIST_50,Distributor_DIST_50,USA,Retail,2024-06-16,194,13865.18,Canceled,Unpaid,2024-06-21,2024-06-24,2024-06-30,Summer,0,1,52,47,95,64.66666666666667,194
SKU_15,Medicine_SKU_15,Painkiller,Injection,401mg,310ml,BN5837,2023-02-24,2024-05-23,30.59,54.4,0,42,27,DIST_27,Distributor_DIST_27,Germany,Wholesale,2024-06-11,163,8867.199999999999,Shipped,Unpaid,2024-06-13,2024-06-20,2024-06-30,Summer,0,0,81,57,49,62.333333333333336,187
SKU_16,Medicine_SKU_16,Antifungal,Tablet,313mg,436ml,BN4637,2023-07-13,2025-10-25,30.54,51.21,0,88,-23,DIST_5,Distributor_DIST_5,France,Retail,2024-06-26,189,9678.69,Shipped,Unpaid,2024-06-30,2024-07-10,2024-06-30,Summer,0,0,88,42,43,57.666666666666664,173
SKU_17,Medicine_SKU_17,Antifungal,Capsule,316mg,294ml,BN7380,2023-04-17,2025-12-22,21.75,31.33,0,76,-111,DIST_13,Distributor_DIST_13,Japan,Retail,2024-06-20,139,4354.87,Canceled,Unpaid,2024-06-25,2024-06-29,2024-06-30,Summer,0,0,37,22,63,40.666666666666664,122
SKU_18,Medicine_SKU_18,Antibiotic,Injection,311mg,116ml,BN1669,2023-07-16,2024-11-01,15.72,22.91,0,52,-43,DIST_21,Distributor_DIST_21,UK,Pharmacy,2024-06-17,134,3069.94,Shipped,Unpaid,2024-06-20,2024-06-22,2024-06-30,Summer,0,0,11,100,33,48.0,144
SKU_19,Medicine_SKU_19,Antibiotic,Tablet,420mg,428ml,BN6151,2023-12-12,2026-06-29,30.36,40.11,0,70,-105,DIST_41,Distributor_DIST_41,Japan,Pharmacy,2024-06-20,142,5695.62,Pending,Partially Paid,2024-06-22,2024-06-28,2024-06-30,Summer,0,0,48,8,66,40.666666666666664,122
SKU_20,Medicine_SKU_20,Antibiotic,Syrup,426mg,241ml,BN5263,2023-10-25,2026-03-01,17.66,30.62,0,82,111,DIST_11,Distributor_DIST_11,India,Hospital,2024-06-13,132,4041.84,Pending,Paid,2024-06-14,2024-06-21,2024-06-30,Summer,0,0,60,32,35,42.333333333333336,127
SKU_21,Medicine_SKU_21,Painkiller,Syrup,240mg,173ml,BN3085,2023-11-09,2025-12-26,32.3,50.07,0,73,-69,DIST_24,Distributor_DIST_24,UK,Pharmacy,2024-06-21,68,3404.76,Delivered,Unpaid,2024-06-24,2024-06-26,2024-06-30,Summer,0,0,64,40,48,50.666666666666664,152
SKU_22,Medicine_SKU_22,Painkiller,Syrup,452mg,472ml,BN5702,2023-10-21,2025-09-08,15.0,25.69,0,44,32,DIST_2,Distributor_DIST_2,UK,Retail,2024-06-24,94,2414.86,Shipped,Partially Paid,2024-06-26,2024-06-29,2024-06-30,Summer,0,0,65,39,72,58.666666666666664,176
SKU_23,Medicine_SKU_23,Antifungal,Syrup,436mg,241ml,BN9887,2023-02-24,2024-11-23,29.93,57.64,0,21,-45,DIST_24,Distributor_DIST_24,USA,Pharmacy,2024-06-25,175,10087.0,Shipped,Paid,2024-06-27,2024-07-07,2024-06-30,Summer,0,0,83,10,67,53.333333333333336,160
SKU_24,Medicine_SKU_24,Antifungal,Capsule,183mg,483ml,BN8609,2023-11-20,2026-06-02,40.58,72.4,0,84,25,DIST_15,Distributor_DIST_15,USA,Retail,2024-06-23,45,3258.0000000000005,Canceled,Paid,2024-06-25,2024-07-03,2024-06-30,Summer,0,0,14,66,45,41.666666666666664,125
SKU_25,Medicine_SKU_25,Antifungal,Capsule,104mg,406ml,BN1098,2023-07-25,2024-10-19,36.83,53.35,0,77,-158,DIST_7,Distributor_DIST_7,Japan,Pharmacy,2024-06-19,21,1120.3500000000001,Shipped,Paid,2024-06-20,2024-06-24,2024-06-30,Summer,0,1,23,91,76,63.333333333333336,190
SKU_26,Medicine_SKU_26,Antibiotic,Tablet,163mg,209ml,BN5190,2023-07-07,2025-11-10,13.57,25.76,0,81,17,DIST_5,Distributor_DIST_5,India,Hospital,2024-06-16,92,2369.92,Shipped,Paid,2024-06-19,2024-06-26,2024-06-30,Summer,0,0,78,55,62,65.0,195
SKU_27,Medicine_SKU_27,Antifungal,Syrup,245mg,461ml,BN4948,2023-03-16,2025-05-27,21.03,31.33,0,88,0,DIST_29,Distributor_DIST_29,Japan,Hospital,2024-06-25,69,2161.77,Pending,Partially Paid,2024-06-29,2024-07-04,2024-06-30,Summer,1,0,82,49,12,47.666666666666664,143
SKU_28,Medicine_SKU_28,Antifungal,Syrup,246mg,194ml,BN2723,2023-11-09,2025-06-09,33.71,65.73,0,58,-58,DIST_7,Distributor_DIST_7,France,Hospital,2024-06-11,108,7098.84,Canceled,Paid,2024-06-13,2024-06-16,2024-06-30,Summer,0,0,40,68,45,51.0,153
SKU_29,Medicine_SKU_29,Antibiotic,Syrup,271mg,404ml,BN5458,2023-04-27,2024-05-19,9.33,15.61,0,58,100,DIST_2,Distributor_DIST_2,India,Pharmacy,2024-06-21,70,1092.7,Canceled,Unpaid,2024-06-24,2024-06-26,2024-06-30,Summer,1,0,33,34,17,28.0,84
SKU_30,Medicine_SKU_30,Antiviral,Tablet,244mg,292ml,BN9702,2023-05-14,2025-10-15,36.47,46.03,0,93,-1,DIST_49,Distributor_DIST_49,UK,Retail,2024-06-26,111,5109.33,Canceled,Partially Paid,2024-06-30,2024-07-10,2024-06-30,Summer,0,1,64,69,66,66.33333333333333,199
SKU_31,Medicine_SKU_31,Antifungal,Injection,94mg,418ml,BN6296,2023-04-22,2026-01-09,26.29,52.02,0,44,-107,DIST_49,Distributor_DIST_49,UK,Retail,2024-06-12,51,2653.02,Delivered,Paid,2024-06-16,2024-06-21,2024-06-30,Summer,1,0,66,99,83,82.66666666666667,248
SKU_32,Medicine_SKU_32,Antiviral,Injection,176mg,145ml,BN9657,2023-03-27,2024-06-30,9.42,18.8,0,85,-73,DIST_48,Distributor_DIST_48,UK,Retail,2024-06-28,78,1466.4,Canceled,Unpaid,2024-07-01,2024-07-05,2024-06-30,Summer,0,0,14,52,67,44.333333333333336,133
SKU_33,Medicine_SKU_33,Antibiotic,Injection,212mg,343ml,BN5642,2023-03-06,2024-12-29,44.56,57.1,0,95,-67,DIST_6,Distributor_DIST_6,UK,Pharmacy,2024-06-13,99,5652.900000000001,Pending,Paid,2024-06-17,2024-06-25,2024-06-30,Summer,0,0,85,64,69,72.66666666666667,218
SKU_34,Medicine_SKU_34,Painkiller,Capsule,196mg,352ml,BN1793,2023-11-30,2026-01-10,49.69,96.37,0,60,-30,DIST_9,Distributor_DIST_9,USA,Wholesale,2024-06-13,198,19081.260000000002,Shipped,Unpaid,2024-06-17,2024-06-20,2024-06-30,Summer,0,0,88,86,30,68.0,204
SKU_35,Medicine_SKU_35,Antibiotic,Syrup,430mg,133ml,BN7278,2023-09-18,2025-02-23,47.12,72.39,0,49,-39,DIST_20,Distributor_DIST_20,France,Retail,2024-06-24,62,4488.18,Canceled,Unpaid,2024-06-28,2024-07-04,2024-06-30,Summer,0,0,49,91,64,68.0,204
SKU_36,Medicine_SKU_36,Painkiller,Syrup,346mg,252ml,BN2989,2023-12-06,2025-09-13,35.51,63.54,0,34,-122,DIST_13,Distributor_DIST_13,India,Wholesale,2024-06-14,164,10420.56,Canceled,Paid,2024-06-15,2024-06-24,2024-06-30,Summer,0,1,64,69,33,55.333333333333336,166
SKU_37,Medicine_SKU_37,Antifungal,Syrup,356mg,204ml,BN1726,2023-10-24,2025-10-03,34.87,50.22,0,71,-10,DIST_16,Distributor_DIST_16,UK,Wholesale,2024-06-12,106,5323.32,Pending,Partially Paid,2024-06-15,2024-06-23,2024-06-30,Summer,1,0,69,14,17,33.333333333333336,100
SKU_38,Medicine_SKU_38,Painkiller,Tablet,237mg,268ml,BN5705,2023-04-13,2025-06-17,21.0,40.88,0,61,-48,DIST_34,Distributor_DIST_34,USA,Wholesale,2024-06-19,145,5927.6,Canceled,Paid,2024-06-22,2024-06-29,2024-06-30,Summer,0,0,66,71,25,54.0,162
SKU_39,Medicine_SKU_39,Antibiotic,Syrup,151mg,368ml,BN1739,2023-07-19,2024-08-26,20.73,25.83,0,45,71,DIST_47,Distributor_DIST_47,Germany,Wholesale,2024-06-10,197,5088.509999999999,Delivered,Partially Paid,2024-06-15,2024-06-22,2024-06-30,Summer,0,1,58,54,27,46.333333333333336,139
SKU_40,Medicine_SKU_40,Antiviral,Capsule,235mg,216ml,BN7931,2023-09-13,2025-10-20,5.44,9.5,0,64,-49,DIST_24,Distributor_DIST_24,France,Pharmacy,2024-06-13,115,1092.5,Delivered,Partially Paid,2024-06-16,2024-06-19,2024-06-30,Summer,0,0,68,67,90,75.0,225
SKU_41,Medicine_SKU_41,Painkiller,Tablet,479mg,225ml,BN2599,2023-09-22,2024-10-05,31.39,57.02,0,52,-33,DIST_3,Distributor_DIST_3,USA,Wholesale,2024-06-13,30,1710.6000000000001,Shipped,Partially Paid,2024-06-18,2024-06-23,2024-06-30,Summer,0,0,89,87,43,73.0,219
SKU_42,Medicine_SKU_42,Painkiller,Capsule,350mg,317ml,BN3685,2023-10-15,2025-08-05,42.41,62.36,0,87,-29,DIST_11,Distributor_DIST_11,Germany,Wholesale,2024-06-15,89,5550.04,Pending,Paid,2024-06-17,2024-06-19,2024-06-30,Summer,0,0,57,59,68,61.333333333333336,184
SKU_43,Medicine_SKU_43,Antibiotic,Tablet,309mg,179ml,BN9048,2023-06-24,2024-09-10,45.98,67.22,0,51,-26,DIST_7,Distributor_DIST_7,France,Wholesale,2024-06-27,66,4436.5199999999995,Pending,Unpaid,2024-06-30,2024-07-05,2024-06-30,Summer,0,0,86,93,68,82.33333333333333,247
SKU_44,Medicine_SKU_44,Antibiotic,Injection,140mg,274ml,BN5329,2023-11-13,2026-10-03,34.05,65.81,0,25,156,DIST_18,Distributor_DIST_18,France,Pharmacy,2024-06-18,40,2632.4,Delivered,Paid,2024-06-22,2024-06-28,2024-06-30,Summer,0,0,8,12,46,22.0,66
SKU_45,Medicine_SKU_45,Antiviral,Tablet,239mg,179ml,BN3062,2023-09-01,2026-06-28,19.39,32.61,0,34,47,DIST_40,Distributor_DIST_40,Germany,Wholesale,2024-06-21,24,782.64,Delivered,Unpaid,2024-06-23,2024-07-02,2024-06-30,Summer,0,1,93,18,89,66.66666666666667,200
SKU_46,Medicine_SKU_46,Painkiller,Injection,80mg,473ml,BN5185,2023-12-02,2026-06-10,22.55,34.05,0,56,129,DIST_37,Distributor_DIST_37,USA,Wholesale,2024-06-21,76,2587.7999999999997,Pending,Unpaid,2024-06-22,2024-07-01,2024-06-30,Summer,0,0,64,12,16,30.666666666666668,92
SKU_47,Medicine_SKU_47,Antiviral,Injection,165mg,454ml,BN1878,2023-03-14,2024-06-15,18.27,27.76,0,11,180,DIST_33,Distributor_DIST_33,Germany,Pharmacy,2024-06-27,70,1943.2,Shipped,Paid,2024-07-01,2024-07-04,2024-06-30,Summer,0,0,55,15,32,34.0,102
SKU_48,Medicine_SKU_48,Painkiller,Tablet,258mg,219ml,BN1127,2023-11-29,2025-09-09,9.56,15.06,0,18,106,DIST_32,Distributor_DIST_32,Germany,Hospital,2024-06-22,66,993.96,Delivered,Unpaid,2024-06-27,2024-07-01,2024-06-30,Summer,0,0,40,34,69,47.666666666666664,143
SKU_49,Medicine_SKU_49,Antibiotic,Syrup,443mg,434ml,BN2929,2023-09-06,2026-05-28,27.27,50.31,0,12,42,DIST_21,Distributor_DIST_21,USA,Wholesale,2024-06-16,170,8552.7,Pending,Partially Paid,2024-06-21,2024-06-29,2024-06-30,Summer,0,0,51,66,10,42.333333333333336,127
SKU_50,Medicine_SKU_50,Antibiotic,Capsule,308mg,335ml,BN5378,2023-05-04,2025-07-04,35.68,55.93,0,89,-101,DIST_5,Distributor_DIST_5,Germany,Wholesale,2024-06-18,136,7606.48,Shipped,Unpaid,2024-06-23,2024-06-29,2024-06-30,Summer,0,1,24,33,87,48.0,144
SKU_51,Medicine_SKU_51,Antiviral,Capsule,162mg,394ml,BN4311,2023-09-12,2025-03-15,5.32,8.18,0,94,-84,DIST_4,Distributor_DIST_4,Japan,Retail,2024-06-15,43,351.74,Pending,Partially Paid,2024-06-20,2024-06-27,2024-06-30,Summer,0,1,25,19,36,26.666666666666668,80
SKU_52,Medicine_SKU_52,Antifungal,Injection,159mg,202ml,BN9161,2023-07-22,2025-04-01,19.44,34.39,0,59,-8,DIST_20,Distributor_DIST_20,India,Hospital,2024-06-19,167,5743.13,Canceled,Paid,2024-06-20,2024-06-27,2024-06-30,Summer,0,0,37,71,31,46.333333333333336,139
SKU_53,Medicine_SKU_53,Antifungal,Capsule,440mg,391ml,BN9828,2023-11-23,2025-02-22,42.74,51.78,0,7,191,DIST_46,Distributor_DIST_46,UK,Wholesale,2024-06-15,38,1967.64,Delivered,Partially Paid,2024-06-20,2024-06-29,2024-06-30,Summer,0,0,67,32,46,48.333333333333336,145
SKU_54,Medicine_SKU_54,Painkiller,Injection,261mg,226ml,BN6905,2023-02-27,2025-08-05,44.79,57.75,0,75,-160,DIST_18,Distributor_DIST_18,France,Wholesale,2024-06-26,120,6930.0,Canceled,Unpaid,2024-06-28,2024-07-05,2024-06-30,Summer,0,0,41,71,34,48.666666666666664,146
SKU_55,Medicine_SKU_55,Antibiotic,Tablet,243mg,420ml,BN3706,2023-11-25,2026-03-17,40.43,75.53,0,72,-118,DIST_23,Distributor_DIST_23,Germany,Retail,2024-06-15,100,7553.0,Shipped,Unpaid,2024-06-17,2024-06-19,2024-06-30,Summer,0,0,34,51,28,37.666666666666664,113
SKU_56,Medicine_SKU_56,Antifungal,Syrup,224mg,123ml,BN1016,2023-09-19,2026-01-15,16.43,22.84,0,59,139,DIST_11,Distributor_DIST_11,Japan,Retail,2024-06-14,43,982.12,Shipped,Paid,2024-06-18,2024-06-27,2024-06-30,Summer,0,0,14,76,83,57.666666666666664,173
SKU_57,Medicine_SKU_57,Antibiotic,Syrup,452mg,191ml,BN3195,2023-11-05,2024-12-23,28.1,38.04,0,47,70,DIST_11,Distributor_DIST_11,USA,Wholesale,2024-06-21,155,5896.2,Pending,Partially Paid,2024-06-25,2024-06-27,2024-06-30,Summer,0,0,32,76,89,65.66666666666667,197
SKU_58,Medicine_SKU_58,Antifungal,Injection,243mg,273ml,BN5364,2023-05-07,2024-05-17,45.28,65.61,0,19,154,DIST_40,Distributor_DIST_40,France,Wholesale,2024-06-10,133,8726.13,Pending,Paid,2024-06-15,2024-06-22,2024-06-30,Summer,0,1,21,94,56,57.0,171
SKU_59,Medicine_SKU_59,Painkiller,Tablet,371mg,428ml,BN3011,2023-04-02,2025-10-23,19.49,29.16,0,95,64,DIST_32,Distributor_DIST_32,France,Pharmacy,2024-06-28,90,2624.4,Canceled,Paid,2024-06-29,2024-07-06,2024-06-30,Summer,0,0,22,5,48,25.0,75
SKU_60,Medicine_SKU_60,Antiviral,Syrup,240mg,293ml,BN5513,2023-05-18,2024-09-22,46.02,70.5,0,86,-22,DIST_19,Distributor_DIST_19,Germany,Wholesale,2024-06-25,78,5499.0,Delivered,Partially Paid,2024-06-30,2024-07-05,2024-06-30,Summer,0,0,68,66,7,47.0,141
SKU_61,Medicine_SKU_61,Antiviral,Syrup,378mg,108ml,BN6434,2023-08-21,2024-11-14,20.22,35.67,0,36,129,DIST_44,Distributor_DIST_44,Japan,Wholesale,2024-06-25,186,6634.62,Delivered,Paid,2024-06-26,2024-06-28,2024-06-30,Summer,0,0,49,17,46,37.333333333333336,112
SKU_62,Medicine_SKU_62,Antibiotic,Injection,87mg,438ml,BN7183,2023-08-24,2024-12-28,7.81,14.98,0,48,9,DIST_22,Distributor_DIST_22,India,Pharmacy,2024-06-16,16,239.68,Canceled,Partially Paid,2024-06-18,2024-06-24,2024-06-30,Summer,0,0,18,45,15,26.0,78
SKU_63,Medicine_SKU_63,Painkiller,Injection,188mg,221ml,BN6188,2023-11-26,2025-05-19,12.86,25.14,0,97,2,DIST_16,Distributor_DIST_16,India,Wholesale,2024-06-17,159,3997.26,Canceled,Paid,2024-06-21,2024-06-28,2024-06-30,Summer,0,0,55,74,93,74.0,222
SKU_64,Medicine_SKU_64,Antibiotic,Syrup,391mg,228ml,BN1612,2023-03-17,2025-06-22,25.53,33.59,0,88,-183,DIST_39,Distributor_DIST_39,France,Wholesale,2024-06-18,161,5407.990000000001,Shipped,Unpaid,2024-06-22,2024-07-02,2024-06-30,Summer,0,1,77,99,78,84.66666666666667,254
SKU_65,Medicine_SKU_65,Antibiotic,Syrup,254mg,482ml,BN3318,2023-08-28,2025-08-15,14.73,22.58,0,45,-96,DIST_19,Distributor_DIST_19,UK,Wholesale,2024-06-21,182,4109.5599999999995,Pending,Partially Paid,2024-06-25,2024-06-27,2024-06-30,Summer,0,0,67,92,91,83.33333333333333,250
SKU_66,Medicine_SKU_66,Painkiller,Injection,113mg,160ml,BN9395,2023-09-17,2025-01-23,37.22,61.94,0,99,-153,DIST_20,Distributor_DIST_20,UK,Pharmacy,2024-06-14,55,3406.7,Shipped,Partially Paid,2024-06-17,2024-06-22,2024-06-30,Summer,1,1,63,30,66,53.0,159
SKU_67,Medicine_SKU_67,Antifungal,Capsule,298mg,480ml,BN3571,2023-02-25,2025-12-10,26.7,45.05,0,66,7,DIST_5,Distributor_DIST_5,India,Retail,2024-06-15,87,3919.35,Delivered,Partially Paid,2024-06-18,2024-06-21,2024-06-30,Summer,0,0,69,89,85,81.0,243
SKU_68,Medicine_SKU_68,Antifungal,Tablet,54mg,161ml,BN7196,2023-03-12,2025-02-27,19.54,26.7,0,32,-111,DIST_47,Distributor_DIST_47,India,Wholesale,2024-06-17,156,4165.2,Pending,Unpaid,2024-06-22,2024-06-28,2024-06-30,Summer,0,0,57,70,70,65.66666666666667,197
SKU_69,Medicine_SKU_69,Antiviral,Tablet,415mg,143ml,BN9595,2023-03-16,2026-02-11,13.6,18.78,0,39,-84,DIST_33,Distributor_DIST_33,Japan,Hospital,2024-06-14,54,1014.1200000000001,Delivered,Partially Paid,2024-06-17,2024-06-20,2024-06-30,Summer,0,1,41,37,73,50.333333333333336,151
SKU_70,Medicine_SKU_70,Antifungal,Capsule,408mg,191ml,BN7235,2023-05-16,2024-10-12,7.11,11.23,0,97,54,DIST_28,Distributor_DIST_28,USA,Hospital,2024-06-27,200,2246.0,Pending,Paid,2024-06-29,2024-07-06,2024-06-30,Summer,0,0,52,19,11,27.333333333333332,82
